Name of movie,Year of release,Watchtime,Genre,Classification,Movie Rating,Metascore,Votes,Gross collection,Des,id,keywords
How the Grinch Stole Christmas,2000,104,"Comedy, Family, Fantasy",PG,6.3,46,"290,718","345,823,032","On the outskirts of Whoville lives a green, revenge-seeking Grinch who plans to ruin Christmas for all of the citizens of the town.",8871,"holiday, christmas party, new love, santa claus, village, kids and family"
Chicken Run,2000,84,"Animation, Adventure, Comedy",G,7.1,88,"211,666","224,874,960","When a cockerel apparently flies into a chicken farm, the chickens see him as an opportunity to escape their evil owners.",7443,"chicken, freedom, escape, chicken farm, pie machine"
Gladiator,2000,155,"Action, Adventure, Drama",R,8.5,67,"1,612,070","503,162,313",A former Roman General sets out to exact vengeance against the corrupt emperor who murdered his family and sent him into slavery.,98,"rome, gladiator, arena, senate, roman empire, emperor, slavery, battlefield, blood, ancient world, father daughter relationship, combat, mother son relationship, dream sequence, chariot, philosopher, barbarian horde, 2nd century, successor"
Gone in 60 Seconds,2000,118,"Action, Crime, Thriller",PG-13,6.5,35,"293,750","237,202,299",A retired master car thief must come back to the industry and steal fifty cars with his crew in one night to save his brother's life.,,"car race, car journey, auto, route 66, wrecker, porsche, retirement, media, friendship, sport, rural setting, anthropomorphism, los angeles, road movie, aftercreditsstinger, duringcreditsstinger"
Miss Congeniality,2000,109,"Action, Comedy, Crime",PG-13,6.3,43,"229,307","212,742,720",An F.B.I. Agent must go undercover in the Miss United States beauty pageant to prevent a group from bombing the event.,1493,"undercover agent, beauty contest, terrorism"
Traffic,2000,147,"Crime, Drama, Thriller",R,7.6,86,"219,272","207,515,725","A conservative judge is appointed by the President to spearhead America's escalating war against drugs, only to discover that his teenage daughter is a crack addict. Two DEA agents protect an informant. A jailed drug baron's wife attempts to carry on the family business.",1900,"usa, war on drugs, drug traffic, drug dealer, drug smuggle, addicted, police operation, united states–mexico barrier, addiction, drug lord"
Dinosaur,2000,82,"Animation, Adventure, Drama",PG,6.4,56,"66,934","349,822,765",An orphaned dinosaur raised by lemurs joins an arduous trek to a sanctuary after a meteorite shower destroys his family home.,10567,"cataclysm, asteroid, leader, comet, animation, prehistoric, prehistoric egg, dinosaur, nesting grounds, prehistoric creature, prehistoric adventure, lemur, prehistoric times"
What Lies Beneath,2000,130,"Drama, Horror, Mystery",PG-13,6.6,51,"135,333","291,420,351",The wife of a university research scientist believes that her lakeside Vermont home is haunted by a ghost - or that she is losing her mind.,2655,"secret, haunted house, ouija board, haunting, missing girl, ghost"
"Crouching Tiger, Hidden Dragon",2000,120,"Action, Adventure, Drama",PG-13,7.9,94,"281,050","213,977,285",A young Chinese warrior steals a sword from a famed swordsman and then escapes into a world of romantic adventure with a mysterious man in the frontier of the nation.,146,"flying, martial arts, taskmaster, comb, tiger, desert thief, theft, female martial artist"
What Women Want,2000,127,"Comedy, Fantasy, Romance",PG-13,6.4,47,"221,615","374,111,707","A cocky, chauvinistic advertising executive magically acquires the ability to hear what women are thinking.",3981,"women, telepathy, supernatural powers, advertising executive, woman director"
X-Men,2000,104,"Action, Adventure, Sci-Fi",PG-13,7.3,64,"644,437","296,339,528","In a world where mutants (evolved super-powered humans) exist and are discriminated against, two groups form for an inevitable clash: the supremacist Brotherhood, and the pacifist X-Men.",36657,"mutant, marvel comic, superhero, based on comic, superhuman"
102 Dalmatians,2000,100,"Adventure, Comedy, Family",G,4.8,35,"39,522","183,611,771",Cruella DeVil gets out of prison and goes after the puppies once more.,10481,"london england, prison, release from prison, women's prison, society for the prevention of cruelty to animals, puppy, pelz, dog, dalmatian"
Erin Brockovich,2000,131,"Biography, Drama",R,7.4,73,"220,037","256,271,286",An unemployed single mother becomes a legal assistant and almost single-handedly brings down a California power company accused of polluting a city's water supply.,462,"biography, based on true story, single mother, water pollution, environmental law"
The Patriot,2000,165,"Action, Drama, History",R,7.2,63,"292,590","215,294,342",Peaceful farmer Benjamin Martin is driven to lead the Colonial Militia during the American Revolution when a sadistic British officer murders his son.,2024,"rebel, southern usa, loss of son, martial arts, general, loss of family, passion, insurgence, french, daughter, south carolina, british, based on true story, gore, mission"
Vertical Limit,2000,124,"Action, Adventure, Drama",PG-13,5.9,48,"65,171","215,663,859","A climber must rescue his sister on the peak of K2, the second highest mountain in the world .",11678,"himalaya, pakistan, climbing, k2, mountaineering, karakoram"
Stuart Little,1999,84,"Adventure, Comedy, Family",PG,6,61,"148,351","300,135,367","The Little family adopt a charming young mouse named Stuart, but the family cat wants rid of him.",10137,"brother brother relationship, based on novel, cat, mouse, adoption, orphanage, step brother, kids and family, new york city twin towers, gangster"
End of Days,1999,122,"Action, Fantasy, Horror",R,5.8,34,"116,462","211,989,043","At the end of the century, Satan visits New York in search of a bride. It's up to an ex-cop who now runs an elite security outfit to stop him.",9946,"christianity, sex, new year's eve, pastor, nudity, nightmare, bible, satanist, faith, ex-cop, anti-christ, millenium, atheist, suspense, priest, hospital, train, new york city, explosion, church, violence, devil, demon, woman in jeopardy, satanic, flashback, stigmata"
Wild Wild West,1999,106,"Action, Comedy, Sci-Fi",PG-13,4.9,40,"166,981","222,104,681","The two best special agents in the Wild West must save President Grant from the clutches of a diabolical, wheelchair-bound, steampunk-savvy, Confederate scientist bent on revenge for losing the Civil War.",8487,"steampunk, based on tv series, steam locomotive, drag"
Entrapment,1999,113,"Action, Crime, Romance",PG-13,6.3,54,"123,663","212,404,396",An insurance agent is sent by her employer to track down and help capture an art thief.,1844,"london england, new year's eve, skyscraper, burglar, distrust, undercover, blackmail, nudity, thief, heist, older man younger woman relationship, art thief, criminal, art theft, millennium, manhattan, new york city, gala, kuala lumpur malaysia"
The Sixth Sense,1999,107,"Drama, Mystery, Thriller",PG-13,8.2,64,"1,047,473","672,806,432","Malcolm Crowe, a child psychologist, starts treating a young boy, Cole, who encounters dead people and convinces him to help them. In turn, Cole helps Malcolm reconcile with his estranged wife.",745,"child abuse, sense of guilt, loss of child, confidence, psychology, dying and death, marriage crisis, afterlife, single, paranormal phenomena, cowardliness, child, spiritism"
American Beauty,1999,122,Drama,R,8.3,84,"1,207,442","356,296,601",A sexually frustrated suburban father has a mid-life crisis after becoming infatuated with his daughter's best friend.,14,"male nudity, female nudity, adultery, parent child relationship, midlife crisis, coming out, first time, camcorder, virgin, nudity, film maker, estate agent, satire, loneliness, dark comedy, suburbia, coming of age, marijuana, exercise, bittersweet, affair"
The Mummy,1999,124,"Action, Adventure, Fantasy",PG-13,7.1,48,"459,099","415,933,406","At an archaeological dig in the ancient city of Hamunaptra, an American serving in the French Foreign Legion accidentally awakens a mummy who begins to wreak havoc as he searches for the reincarnation of his long-lost love.",564,"library, secret passage, cairo, egypt, pastor, pyramid, sandstorm, solar eclipse, mummy, foreign legion, nile, secret society, treasure hunt, remake, ancient egypt, opposites attract, 1920s"
Sleepy Hollow,1999,105,"Fantasy, Horror, Mystery",R,7.3,65,"382,810","206,071,502",Ichabod Crane is sent to Sleepy Hollow to investigate the decapitations of three people; the culprit is legendary apparition The Headless Horseman.,2668,"cut-off head, horseman, head"
Big Daddy,1999,93,"Comedy, Drama",PG-13,6.4,42,"233,262","234,801,895","A lazy law school graduate adopts a kid to impress his girlfriend, but everything doesn't go as planned.",9032,"bachelor, law, vomit, syracuse university, law school, young boy, politically incorrect, wetting pants, central park, public urination, child's point of view, responsibility, immaturity"
Star Wars: Episode I - The Phantom Menace,1999,136,"Action, Adventure, Fantasy",PG,6.5,51,"853,221","1,027,082,707","Two Jedi escape a hostile blockade to find allies and come across a young boy who may bring balance to the Force, but the long dormant Sith resurface to claim their original glory.",1893,"prophecy, senate, queen, taskmaster, galaxy, apprentice, taxes, space opera"
Tarzan,1999,88,"Animation, Adventure, Comedy",G,7.3,80,"246,061","448,191,819",A man raised by gorillas must decide where he really belongs when he discovers he is a human.,37135,"gorilla, baby, adoption, feral child, nest, animation, jungle, camp, orphan"
Notting Hill,1999,124,"Comedy, Drama, Romance",PG-13,7.2,68,"340,737","363,889,678","A set of circumstances makes Anna Scott, a famous actress, fall in love with William Thacker, owner of a bookstore in Notting Hill. But the paparazzi's fascination with her complicates their bond.",509,"london england, bookshop, birthday, new love, film maker, paparazzi, press conference, wheelchair, bath tub, cohabitant, friendship, fame, celebration, movie star, spectacle"
Runaway Bride,1999,116,"Comedy, Romance",PG,5.6,39,"104,241","309,460,292",A reporter is assigned to write a story about a woman who has left a string of fiancés at the altar.,4806,"small town, self-discovery, just married, reporter, wedding, relationship"
Austin Powers: The Spy Who Shagged Me,1999,95,"Action, Adventure, Comedy",PG-13,6.6,59,"248,109","313,701,294","Dr. Evil is back and has invented a new time machine that allows him to go back to the 1960s and steal Austin Powers' mojo, inadvertently leaving him ""shagless"".",817,"saving the world, moon, submarine, clone, spy, cia, showdown, android, usa president, exotic island, cat, lasergun, nasa, undercover, space marine, car journey, auto, time travel, supermodel, single, aftercreditsstinger, duringcreditsstinger"
The Matrix,1999,136,"Action, Sci-Fi",R,8.7,73,"2,043,142","467,222,728","When a beautiful stranger leads computer hacker Neo to a forbidding underworld, he discovers the shocking truth--the life he knows is the elaborate deception of an evil cyber-intelligence.",603,"saving the world, artificial intelligence, man vs machine, philosophy, prophecy, martial arts, self sacrifice, fight, insurgence, virtual reality, dystopia, truth, cyberpunk, woman director, messiah, gnosticism"
American Pie,1999,95,Comedy,R,7,58,"432,247","235,483,004",Four teenage boys enter a pact to lose their virginity by prom night.,2105,"graduation, innocence, coming of age, teenager, high school student, pie, teen comedy, teenage sexuality, exchange student, sitting on a toilet, voyeurism, virginity, laxative, prom night"
The World Is Not Enough,1999,128,"Action, Adventure, Thriller",PG-13,6.4,57,"209,557","361,832,400","James Bond uncovers a nuclear plot while protecting an oil heiress from her former kidnapper, an international terrorist who can't feel pain.",36643,"british, mission, oil, heiress, bilbao spain, british secret service"
Toy Story 2,1999,92,"Animation, Adventure, Comedy",G,7.9,88,"617,512","497,375,381","When Woody is stolen by a toy collector, Buzz and his friends set out on a rescue mission to save Woody before he becomes a museum toy property with his roundup gang Jessie, Prospector, and Bullseye.",863,"museum, prosecution, identity crisis, airplane, flea market, collector, teamwork, friendship, rescue team, garage sale, duringcreditsstinger, toy comes to life, personification, inanimate objects coming to life"
The Green Mile,1999,189,"Crime, Drama, Fantasy",R,8.6,61,"1,400,614","286,801,374","A tale set on death row, where gentle giant John Coffey possesses the mysterious power to heal people's ailments. When the lead guard, Paul Edgecombe, recognizes John's gift, he tries to help stave off the condemned man's execution.",497,"southern usa, black people, mentally disabled, based on novel, heal, death row, jail guard, great depression, prison guard, electric chair, magic realism, healing, death row inmate, 1930s"
The Blair Witch Project,1999,81,"Horror, Mystery",R,6.5,80,"284,051","248,639,099","Three film students vanish after traveling into a Maryland forest to film a documentary on the local Blair Witch legend, leaving only their footage behind.",2667,"witch, voodoo, legend, sorcery, maryland, forest, footage, horror, true, student, lost, found footage, film"
The Mask of Zorro,1998,136,"Action, Adventure, Comedy",PG-13,6.8,62,"197,118","250,288,523","A young thief seeking revenge for his brother's death is trained by the once-great, aging Zorro, who is pursuing his own vengeance.",9342,"california, spy, hero, horseback riding, sword fight, revenge"
Rush Hour,1998,98,"Action, Comedy, Crime",PG-13,7,61,"293,301","244,721,064","A loyal and dedicated Hong Kong Inspector teams up with a reckless and loudmouthed L.A.P.D. detective to rescue the Chinese Consul's kidnapped daughter, while trying to arrest a dangerous crime lord along the way.",2109,"two man army, consul, crime lord, art treasures, reference to chelsea clinton, roses are red poem, duringcreditsstinger"
A Bug's Life,1998,95,"Animation, Adventure, Comedy",G,7.2,78,"313,398","363,258,859","A misfit ant, looking for ""warriors"" to save his colony from greedy grasshoppers, recruits a group of bugs that turn out to be an inept circus troupe.",9487,"winter, fight, ant, invention, collector, ant-hill, kids and family, grass, duringcreditsstinger"
You've Got Mail,1998,119,"Comedy, Drama, Romance",PG,6.7,58,"228,700","250,821,495","Book superstore magnate Joe Fox and independent book shop owner Kathleen Kelly fall in love in the anonymity of the Internet, both blissfully unaware that he's trying to put her out of business.",9489,"romantic comedy, online dating, woman director"
The Prince of Egypt,1998,99,"Animation, Adventure, Drama",PG,7.2,64,"145,454","218,613,188",Egyptian Prince Moses learns of his identity as a Hebrew and his destiny to become the chosen deliverer of his people.,9837,"moses, egypt, pyramid, exodus, kingdom, governance, ancient egypt, hebrew, pharaoh, woman director"
Armageddon,1998,151,"Action, Adventure, Sci-Fi",PG-13,6.7,42,"449,500","553,709,788","After discovering that an asteroid the size of Texas will impact Earth in less than a month, NASA recruits a misfit team of deep-core drillers to save the planet.",95,"saving the world, paris, moon, cataclysm, asteroid, self sacrifice, nasa, space marine, loss of father, daughter, space, wedding, astronaut, eiffel tower paris, duringcreditsstinger, disaster movie, space centre"
Enemy of the State,1998,132,"Action, Thriller",R,7.3,67,"258,218","250,849,789",A lawyer becomes targeted by a corrupt politician and his N.S.A. goons when he accidentally receives key evidence to a politically motivated crime.,9798,"corruption, washington d.c., helicopter, falsely accused, identity, mexican standoff, blackmail, intelligence, wiretap, satellite, national security agency (nsa), politics, exploding building, suspense, mystery, mafia, conspiracy, lawyer, crime, privacy, surveillance, baltimore maryland, secret hideout"
Godzilla,1998,139,"Action, Sci-Fi, Thriller",PG-13,5.4,32,"202,588","379,014,294",French nuclear tests irradiate an iguana into a giant monster that heads off to New York City. The American military must chase the monster across the city to stop it before it reproduces.,929,"secret, atomic bomb, intelligence, missile, destroy, boat accident, flowerpot, atomic bomb test, u.s. army, egg, godzilla, pregnancy, kaiju, animal horror"
The Man in the Iron Mask,1998,132,"Action, Adventure, Drama",PG-13,6.5,49,"178,281","182,968,902",The cruel King Louis XIV of France has a secret twin brother whom he keeps imprisoned. Can the twin be substituted for the real king?,9313,"france, swordplay, mask, musketeer"
Mulan,1998,87,"Animation, Adventure, Comedy",G,7.7,72,"314,880","304,320,254","To save her father from death in the army, a young maiden secretly goes in his place and becomes one of China's greatest heroines in the process.",10674,"homeland, musical, training, daughter, cricket, princess, dragon, luck"
Saving Private Ryan,1998,169,"Drama, War",R,8.6,91,"1,490,497","482,349,603","Following the Normandy Landings, a group of U.S. soldiers go behind enemy lines to retrieve a paratrooper whose brothers have been killed in action.",857,"war crimes, self sacrifice, war veteran, world war ii, war ship, airplane, bravery, normandy, parachute, troops, waffen ss, omaha beach, army, cowardice, american flag, war memorial, deserted town, military, 1940s"
Doctor Dolittle,1998,85,"Comedy, Family, Fantasy",PG-13,5.4,46,"101,900","294,456,605",A doctor discovers that he can communicate with animals.,3050,"talking to animals, woman director"
The Waterboy,1998,90,"Comedy, Sport",PG-13,6.1,41,"177,601","185,991,646",A waterboy for a college football team discovers he has a unique tackling ability and becomes a member of the team.,10663,"sport, social outcast, ridicule, lawn mower, deserted by husband, low self esteem, black and white to color"
The Horse Whisperer,1998,169,"Drama, Romance, Western",PG-13,6.7,65,"43,421","186,883,563",The mother of a severely traumatized daughter enlists the aid of a unique horse trainer to help the girl's equally injured horse.,547,"love triangle, new york, montana, attachment to nature, confidence, horseback riding, horse, riding accident, career woman, ranch, horse whisperer, trauma, country life, marriage crisis, crisis, travel, mother daughter relationship, animal, nature"
Shakespeare in Love,1998,123,"Comedy, Drama, History",R,7.1,87,"233,854","289,317,794","The world's greatest ever playwright, William Shakespeare, is young, out of ideas and short of cash, but meets his ideal woman and is inspired to write one of his most famous plays.",1934,"shakespeare, love of one's life, oscar award, theatre play, theatre group, writer's block, theatre milieu, author, speculative, false history"
The X Files,1998,121,"Drama, Mystery, Sci-Fi",PG-13,7,60,"109,954","189,176,423",Mulder and Scully must fight the government in a conspiracy and find the truth about an alien colonization of Earth.,846,"bomb, helicopter, secret, obsession, extraterrestrial technology, fbi, space marine, mutation, secret society, secret organization, secret lab, x-files, government"
Lethal Weapon 4,1998,127,"Action, Crime, Thriller",R,6.6,39,"171,845","285,444,603","With personal crises and age weighing in on them, LAPD officers Riggs and Murtaugh must contend with deadly Chinese triads that are trying to free their former leaders out of prison and onto American soil.",944,"lapd, house on fire, revolver"
There's Something About Mary,1998,119,"Comedy, Romance",R,7.1,69,"327,979","369,884,651","A man gets a chance to meet up with his dream girl from high school, even though his date with her back then was a complete disaster.",544,"surgeon, stalker, romantic comedy, dream girl, taboo, screwball comedy, frisbee, troubadour, gross out comedy, intellectual disability"
City of Angels,1998,114,"Drama, Fantasy, Romance",PG-13,6.7,54,"127,450","198,685,114","An angel on Earth, a doctor unable to believe, a patient with a secret, a love story made in Heaven.",795,"suicide, angel, life and death, desperation, operation, heaven, faith, afterlife, los angeles, interspecies romance"
Patch Adams,1998,115,"Biography, Comedy, Drama",PG-13,6.8,26,"121,914","202,292,902","The true story of a heroic man, Hunter ""Patch"" Adams, determined to become a medical doctor because he enjoys helping people. He ventured where no doctor had ventured before, using humour and pathos.",10312,"nurse, hospital, doctor, laughter"
The Truman Show,1998,103,"Comedy, Drama",PG,8.2,90,"1,188,977","264,118,712",An insurance salesman discovers his whole life is actually a reality TV show.,37165,"claustrophobia, hidden camera, dystopia, reality show, make believe, pretend"
Deep Impact,1998,120,"Action, Drama, Sci-Fi",PG-13,6.2,40,"189,788","349,464,664","A comet is discovered to be on a collision course with Earth. As doomsday nears, the human race prepares for the worst.",8656,"usa president, nasa, metereologist, space mission, comet, natural disaster, tsunami, astronomer, astronaut, woman director, disaster movie"
The Lost World: Jurassic Park,1997,129,"Action, Adventure, Sci-Fi",PG-13,6.5,59,"442,490","618,638,999","A research team is sent to the Jurassic Park Site B island to study the dinosaurs there, while an InGen team approaches with another agenda.",330,"exotic island, dna, paleontology, tyrannosaurus rex, velociraptor, san diego, dinosaur, jurassic park, animal horror"
Men in Black,1997,98,"Action, Adventure, Comedy",PG-13,7.3,72,"610,349","589,390,539","James, an NYC cop, is hired by Agent K of a secret government agency that monitors extraterrestrial life on Earth. Together, they must recover an item that has been stolen by an intergalactic villain.",607,"secret identity, sun glasses, undercover, space marine, illegal immigration, deportation, new identity, giant cockroach, cannon, flying saucer, stay permit, alien, fictional government agency"
Hercules,1997,93,"Animation, Adventure, Comedy",G,7.3,74,"253,884","252,712,101",The son of Zeus and Hera is stripped of his immortality as an infant and must become a true hero in order to reclaim it.,11970,"hades, musical, peasant, animation, aftercreditsstinger, olympus, hercules"
Batman & Robin,1997,125,"Action, Sci-Fi",PG-13,3.8,29,"267,406","238,253,988",Batman and Robin try to keep their relationship together even as they must stop Mr. Freeze and Poison Ivy from freezing Gotham City.,415,"double life, dc comics, dual identity, crime fighter, fictional place, gotham city, superhero, credit card, super powers"
Face/Off,1997,138,"Action, Crime, Sci-Fi",R,7.3,82,"399,625","245,676,146","To foil a terrorist plot, FBI agent Sean Archer assumes the identity of the criminal Castor Troy who murdered his son through facial transplant surgery, but the crook wakes up prematurely and vows revenge.",754,"undercover, mexican standoff, biological weapon, face transplant, rage and hate, fistfight, hostility, revenge, deception, tragedy, shootout, hospital, boat chase, los angeles, explosion, extreme violence, fbi agent, prison escape, criminal gang, flashback, golden gun, arch villain, bullet ballet"
Life Is Beautiful,1997,116,"Comedy, Drama, Romance",PG-13,8.6,58,"740,318","230,099,013","When an open-minded Jewish waiter and his son become victims of the Holocaust, he uses a perfect mixture of will, humor and imagination to protect his son from the dangers around their camp.",637,"italy, riddle, bookshop, self sacrifice, mass murder, concentration camp, bicycle accident, fascism, loss of father, world war ii, love of one's life, deportation, jew persecution, fantasy, nazis, national socialism, charade, riding a bicycle, price, story teller, concentration camp prisoner, dying and death, peekaboo"
The Full Monty,1997,91,"Comedy, Drama",R,7.2,75,"113,801","257,938,649","Six unemployed steel workers form a male striptease act. The women cheer them on to go for ""the full monty"" - total nudity.",9427,"suicide attempt, striptease, steel worker, repossession, male stripper"
Good Will Hunting,1997,126,"Drama, Romance",R,8.3,71,"1,061,558","225,933,435","Will Hunting, a janitor at M.I.T., has a gift for mathematics, but needs help from a psychologist to find direction in his life.",489,"baseball, boston, professor, m.i.t., harvard university, ambition, mathematics, genius, love, friends, janitor, irish, psychologist, university, courtroom, flashback, prodigy"
My Best Friend's Wedding,1997,105,"Comedy, Drama, Romance",PG-13,6.3,51,"154,765","299,288,605","When a woman's long-time friend reveals he's engaged, she realizes she loves him herself and sets out to get him, with only days before the wedding.",8874,"karaoke, marriage proposal, new love, love of one's life, kiss, man-woman relation, secret love, wedding"
Con Air,1997,115,"Action, Crime, Thriller",R,6.9,52,"318,135","224,012,234",Newly-paroled ex-con and former U.S. Ranger Cameron Poe finds himself trapped in a prisoner-transport plane when the passengers seize control.,1701,"prison, ambush, helicopter, airport, gas station, undercover, mexican standoff, bravery, hijacking, escape, shootout, u.s. marshal, las vegas, explosion, brutality, violence, convict, desert, war hero, dea agent, motorcycle chase"
Bean,1997,89,"Adventure, Comedy, Family",PG-13,6.5,52,"110,589","251,212,670",The bumbling Mr. Bean travels to America when he is given the responsibility of bringing a highly valuable painting to a Los Angeles museum.,1281,"paris, london england, california, airport, vault, destroy, museum, arts and culture, chaos, repair, clumsy fellow, guard, arts expert, host family, damage, poster, artwork, creativity, painting, hospital, los angeles, amusement park, teenage rebellion, laxative"
Titanic,1997,194,"Drama, Romance",PG-13,7.9,75,"1,275,021","2,264,743,305","A seventeen-year-old aristocrat falls in love with a kind but poor artist aboard the luxurious, ill-fated R.M.S. Titanic.",597,"shipwreck, iceberg, ship, panic, titanic, ocean liner, epic, rich woman - poor man, love, disaster, tragic love, class differences, imax, star crossed lovers, steerage, salvage, rich snob, 3d, 1910s"
Tomorrow Never Dies,1997,119,"Action, Adventure, Thriller",PG-13,6.5,52,"204,228","333,011,068",James Bond sets out to stop a media mogul's plan to induce war between China and the UK in order to obtain exclusive global media coverage.,714,"london england, england, spy, china, news broadcast, intelligence, television, missile, manipulation of the media, secret intelligence service, special car, tv station, media tycoon, navy, motorcycle, secret service, hamburg germany"
The Fifth Element,1997,126,"Action, Adventure, Sci-Fi",PG-13,7.6,52,"504,080","263,920,180","In the colorful future, a cab driver unwittingly becomes the central figure in the search for a legendary cosmic weapon to keep Evil and Mr. Zorg at bay.",18,"clone, taxi, cyborg, egypt, future, stowaway, space travel, race against time, arms dealer, love, alien, priest, end of the world, good vs evil, shootout, police chase, cab driver, new york city, space opera, military, opera singer, resort hotel, ancient astronaut, archeologist, ancient evil, cruise liner"
Air Force One,1997,124,"Action, Drama, Thriller",R,6.5,62,"209,420","315,156,409","Communist radicals hijack Air Force One with the U.S. President and his family on board. The Vice President negotiates from Washington D.C., while the President, a veteran, fights to rescue the hostages on board.",9772,"prison, corruption, journalist, white house, hostage, ultimatum, hostage-taking, air force one, airplane hijacking, aerial combat, conspiracy, gunfight, fighter airplane, secret service, american president, hand to hand combat, negotiation, political prisoner"
As Good as It Gets,1997,139,"Comedy, Drama, Romance",PG-13,7.7,67,"317,395","314,178,011","A single mother and waitress, a misanthropic author, and a gay artist form an unlikely friendship after the artist is assaulted in a robbery.",2898,"single parent, waitress, lone wolf, friendship, neighbor, author, cowardliness, writer, dog, rude, obnoxious, unlikely friendship, noodle salad"
Liar Liar,1997,86,"Comedy, Fantasy",PG-13,6.9,70,"332,110","302,710,615",A pathological liar-lawyer finds his career turned upside down when he inexplicably cannot physically lie for 24 whole hours.,1624,"california, workaholic, birthday, lie, pregnancy and birth, wish, 1990s"
The First Wives Club,1996,103,Comedy,PG,6.4,59,"53,941","181,489,203","Reunited by the death of a college friend, three divorced women seek revenge on the husbands who left them for younger women.",2925,"divorce, divorced woman, reunited friends"
Independence Day,1996,145,"Action, Adventure, Sci-Fi",PG-13,7,59,"603,831","817,400,891","The aliens are coming and their goal is to invade and destroy Earth. Fighting superior technology, mankind's best weapon is the will to survive.",602,"spacecraft, patriotism, countdown, independence, invasion, war, ufo, extraterrestrial, spaceship, alien, battle"
Mission: Impossible,1996,110,"Action, Adventure, Thriller",PG-13,7.2,59,"468,771","457,696,391","An American agent, under false suspicion of disloyalty, must discover and expose the real spy without the help of his organization.",954,"paris, london england, spy, cia, terrorist, secret identity, undercover, arms deal, headquarter, secret base, secret mission, prague, embassy, secret agent, tgv, computer, mission, based on tv series, espionage, agent"
Ransom,1996,121,"Action, Crime, Thriller",R,6.7,61,"135,052","309,492,681","Multi-millionaire Tom Mullen's son is kidnapped, but after initially agreeing to pay the ransom Mullen then decides to use the ransom money as a bounty.",3595,"bounty, loss of child, yellow press, fbi, baby-snatching, suspense, fbi agent, millionaire"
The Hunchback of Notre Dame,1996,91,"Animation, Drama, Family",G,7,74,"171,035","325,338,851","A deformed bell-ringer must assert his independence from a vicious government minister in order to help his friend, a gypsy dancer.",10545,"paris, based on novel, judge, obsession, dance, sword, mockery, ugliness, cathedral, musical, fool, bell, religion, orphan, army captain, festival, angry mob, witch hunt, 15th century"
101 Dalmatians,1996,103,"Adventure, Comedy, Crime",G,5.7,50,"117,225","320,689,294",An evil high-fashion designer plots to steal dalmatian puppies in order to make an extravagant fur coat but creates an extravagant mess instead.,11674,"london england, fur, fashion designer, puppy, based on children's book, dog, dalmatian"
The English Patient,1996,162,"Drama, Romance, War",R,7.4,86,"199,487","231,976,425","At the close of World War II, a young nurse tends to a badly burned plane crash victim. His past is shown in flashbacks, revealing an involvement in a fateful love affair.",409,"cairo, egypt, identity, amnesia, world war ii, burn, landmine, expedition, cave, sandstorm, royal geographic society, cave painting, prisoners of war, map, mine clearer, hearing, desert scientist, intelligence, traitor, mural painting, airplane, secret love"
The Rock,1996,136,"Action, Adventure, Thriller",R,7.4,58,"357,045","335,062,621","A mild-mannered chemist and an ex-con must lead the counterstrike when a rogue group of military men, led by a renegade general, threaten a nerve gas attack from Alcatraz against San Francisco.",9802,"san francisco, fbi, gas attack, alcatraz, hostage situation, fbi agent"
Space Jam,1996,88,"Animation, Adventure, Comedy",PG,6.5,57,"212,612","230,594,962","In a desperate attempt to win a basketball match and earn their freedom, the Looney Tunes seek the aid of retired basketball champion, Michael Jordan.",2300,"sport, basketball, doctor, basketball team, basketball game, referee, basketball court, tweety bird, speedy gonzales, cartoon chicken, sylvester the cat, cartoon reality crossover, basketball hoop, cartoon skunk"
Eraser,1996,115,"Action, Crime, Thriller",R,6.2,56,"118,046","242,295,562",A Witness Protection specialist becomes suspicious of his co-workers when dealing with a case involving high-tech weapons.,9268,"suicide, ambush, showdown, hostage, traitor, new identity, hitman, witness, witness protection, arms dealer, deception, betrayal, treason, conspiracy, u.s. marshal, gunfight, train, explosion, violence, sabotage, corporate crime, rogue agent, assassination attempt, x-ray vision, railgun"
Jerry Maguire,1996,139,"Comedy, Drama, Romance",R,7.3,77,"286,016","273,552,592","When a sports agent has a moral epiphany and is fired for expressing it, he decides to put his new philosophy to the test as an independent agent with the only athlete who stays with him and his former colleague.",9390,"stadium, career, sport, sports agent"
The Nutty Professor,1996,95,"Comedy, Romance, Sci-Fi",PG-13,5.7,64,"123,381","273,961,019",Grossly overweight yet good-hearted professor Sherman Klump takes a special chemical that turns him into the slim but obnoxious Buddy Love.,9327,"overweight, overweight man, duringcreditsstinger"
Twister,1996,113,"Action, Adventure, Thriller",PG-13,6.5,68,"212,418","494,580,615","Bill and Jo Harding, advanced storm chasers on the brink of divorce, must join together to create an advanced weather alert system by putting themselves in the cross-hairs of extremely violent tornadoes.",664,"wife husband relationship, tornado, twister, oklahoma, metereologist, invention, climate, barn, natural disaster, cow, truck, disaster, aunt niece relationship, storm chaser, divorce"
The Birdcage,1996,117,Comedy,R,7.2,71,"99,977","185,260,553",A gay cabaret owner and his drag queen companion agree to put up a false straight front so that their son can introduce them to his fiancée's right-wing moralistic parents.,11000,"gay, drag queen, homophobia, florida, coming out, senator, politician, lgbt, crossdressing, 1990s"
